MSG,4,111,11111,789252,111111,2022/01/08,22:42:15.384,2022/01/08,22:42:15.368,,,387,248,,,0,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:15.605,2022/01/08,22:42:15.566,,28000,,,34.43697,136.04449,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:15.901,2022/01/08,22:42:15.892,,28000,,,,,,,0,,0,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:16.075,2022/01/08,22:42:16.025,,28000,,,34.43655,136.04324,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:16.090,2022/01/08,22:42:16.088,,28000,,,,,,,0,,0,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:16.167,2022/01/08,22:42:16.154,,28000,,,,,,,0,,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:16.244,2022/01/08,22:42:16.220,,,387,248,,,0,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:16.285,2022/01/08,22:42:16.285,,,,,,,,,,,,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:16.745,2022/01/08,22:42:16.744,,,387,248,,,0,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:16.836,2022/01/08,22:42:16.810,,28000,,,,,,,0,,0,0
MSG,1,111,11111,789252,111111,2022/01/08,22:42:16.984,2022/01/08,22:42:16.942,AHK209  ,,,,,,,,,,,0
MSG,6,111,11111,789252,111111,2022/01/08,22:42:17.110,2022/01/08,22:42:17.073,,,,,,,,3276,0,0,0,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:17.267,2022/01/08,22:42:17.268,,28000,,,,,,,0,,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:17.274,2022/01/08,22:42:17.268,,,388,248,,,0,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:17.335,2022/01/08,22:42:17.333,,,,,,,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:17.576,2022/01/08,22:42:17.532,,28000,,,,,,,0,,0,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:17.605,2022/01/08,22:42:17.596,,28000,,,34.43559,136.04045,,,,,,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:17.734,2022/01/08,22:42:17.727,,,388,248,,,0,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:18.090,2022/01/08,22:42:18.056,,28000,,,,,,,0,,0,0
MSG,6,111,11111,789252,111111,2022/01/08,22:42:18.110,2022/01/08,22:42:18.057,,,,,,,,3276,0,0,0,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:18.164,2022/01/08,22:42:18.122,,28000,,,34.43516,136.03930,,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:18.494,2022/01/08,22:42:18.450,,,,,,,,,,,,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:18.664,2022/01/08,22:42:18.645,,,387,248,,,0,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:18.744,2022/01/08,22:42:18.711,,28000,,,34.43477,136.03810,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:19.090,2022/01/08,22:42:19.040,,28000,,,,,,,0,,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:19.094,2022/01/08,22:42:19.041,,,388,248,,,0,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:19.544,2022/01/08,22:42:19.498,,,,,,,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:19.841,2022/01/08,22:42:19.824,,28000,,,,,,,0,,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:20.084,2022/01/08,22:42:20.023,,,388,248,,,0,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:20.324,2022/01/08,22:42:20.285,,28000,,,34.43362,136.03490,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:20.681,2022/01/08,22:42:20.676,,28000,,,,,,,0,,0,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:20.894,2022/01/08,22:42:20.873,,28000,,,34.43320,136.03369,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:21.066,2022/01/08,22:42:21.006,,28000,,,,,,,0,,0,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:21.089,2022/01/08,22:42:21.070,,28000,,,,,,,0,,0,0
MSG,6,111,11111,789252,111111,2022/01/08,22:42:21.109,2022/01/08,22:42:21.071,,,,,,,,3276,0,0,0,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:21.405,2022/01/08,22:42:21.397,,,,,,,,,,,,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:21.604,2022/01/08,22:42:21.594,,,388,248,,,0,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:21.926,2022/01/08,22:42:21.921,,28000,,,34.43253,136.03171,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:22.089,2022/01/08,22:42:22.054,,28000,,,,,,,0,,0,0
MSG,6,111,11111,789252,111111,2022/01/08,22:42:22.109,2022/01/08,22:42:22.055,,,,,,,,3276,0,0,0,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:22.454,2022/01/08,22:42:22.446,,,,,,,,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:23.334,2022/01/08,22:42:23.299,,28000,,,34.43152,136.02888,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:23.460,2022/01/08,22:42:23.430,,28000,,,,,,,0,,0,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:23.515,2022/01/08,22:42:23.495,,,,,,,,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:23.557,2022/01/08,22:42:23.497,,28000,,,,,,,0,,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:23.675,2022/01/08,22:42:23.627,,,388,248,,,0,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:23.754,2022/01/08,22:42:23.694,,28000,,,34.43125,136.02808,,,,,,0
MSG,6,111,11111,789252,111111,2022/01/08,22:42:24.111,2022/01/08,22:42:24.085,,,,,,,,3276,0,0,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:24.255,2022/01/08,22:42:24.217,,,388,248,,,0,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:24.525,2022/01/08,22:42:24.479,,,,,,,,,,,,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:24.724,2022/01/08,22:42:24.676,,,388,248,,,0,,,,,0
MSG,5,111,11111,789252,111111,2022/01/08,22:42:25.090,2022/01/08,22:42:25.068,,28000,,,,,,,0,,0,0
MSG,6,111,11111,789252,111111,2022/01/08,22:42:25.110,2022/01/08,22:42:25.069,,,,,,,,3276,0,0,0,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:25.184,2022/01/08,22:42:25.135,,,388,248,,,0,,,,,0
MSG,3,111,11111,789252,111111,2022/01/08,22:42:25.235,2022/01/08,22:42:25.199,,28000,,,34.43028,136.02526,,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:25.355,2022/01/08,22:42:25.330,,,,,,,,,,,,0
MSG,4,111,11111,789252,111111,2022/01/08,22:42:25.714,2022/01/08,22:42:25.659,,,388,248,,,0,,,,,0
MSG,8,111,11111,789252,111111,2022/01/08,22:42:26.254,2022/01/08,22:42:26.247,,,,,,,,,,,,0
